,id,type,distance,moving_time,elapsed_time,total_elevation_gain,start_date_local,average_speed,max_speed,average_heartrate,max_heartrate,elev_high,elev_low,start_latitude,start_longitude,end_latitude,end_longitude
78,8786991985,Run,6288.2,1852,1865,51.2,2023-03-27T18:40:47Z,3.395,10.367,144.4,165.0,63.6,22.0,-34.03003149898797,18.4651542179405,-34.03016759200051,18.46561257417153
79,8782127918,Run,4950.5,1388,1430,39.8,2023-03-26T18:44:37Z,3.567,14.85,142.0,173.0,57.3,22.7,-34.03003722295416,18.46488260429952,-34.03003521375648,18.46451582466169
80,8769934468,Run,6318.9,1871,1871,46.7,2023-03-24T17:57:02Z,3.377,14.431,151.5,173.0,63.6,22.0,-34.030082043202,18.46489770404784,-34.03015047780635,18.46562985952046
81,8764622674,Run,6294.2,1826,1832,51.7,2023-03-23T18:03:54Z,3.447,8.273,156.3,185.0,63.3,22.0,-34.02996657779787,18.46553103387793,-34.03038393032801,18.46549234686184
82,8759160272,Run,5377.1,2566,3345,83.8,2023-03-22T17:42:47Z,2.096,7.622,104.2,138.0,102.3,28.2,-33.97028763810036,18.46152435138847,-33.97361289000077,18.46212783467243
83,8753183820,Run,6199.1,1837,1845,46.7,2023-03-21T18:37:34Z,3.375,7.024,161.0,178.0,63.6,22.0,-34.02978559723353,18.46560182356096,-34.0303087019265,18.46559770188873
84,8725035135,Run,6171.2,1867,1874,49.8,2023-03-16T18:42:00Z,3.305,8.474,152.5,183.0,63.6,20.3,-34.02957475836556,18.46561041235949,-34.0308982710736,18.46528684392172
85,8719407161,Run,6099.6,1846,1852,46.8,2023-03-15T18:31:48Z,3.304,9.039,159.9,176.0,63.6,22.0,-34.02968929557288,18.46563479987108,-34.03097046035848,18.46505324136037
86,8708831218,Run,6324.7,1901,1917,44.9,2023-03-13T18:47:05Z,3.327,10.958,140.0,172.0,63.3,22.4,-34.02999030676403,18.46560992784002,-34.03065878110488,18.46540832455611
87,8703940053,Run,5777.2,1763,1779,49.0,2023-03-12T18:56:08Z,3.277,11.583,153.0,173.0,64.0,22.0,-34.03003704901679,18.46563893864163,-34.03216691791247,18.46138288088579
88,8691993911,Run,6281.4,1812,1820,51.3,2023-03-10T19:08:08Z,3.467,12.651,160.1,183.0,63.0,22.0,-34.03010597315795,18.46507019888517,-34.03015611648897,18.46561379615022
89,8681715219,Run,6328.6,1868,1908,48.5,2023-03-08T18:42:35Z,3.388,15.33,153.6,187.0,65.6,22.0,-34.03004668881717,18.46475205473912,-34.0302370881662,18.46560348528627
90,8675978567,Run,6288.3,1884,1888,48.0,2023-03-07T18:06:46Z,3.338,9.648,157.6,178.0,63.6,22.4,-34.0300852633715,18.4647409393387,-34.03044226349268,18.46548243807419
91,8670820223,Run,4161.6,2056,2468,147.4,2023-03-06T18:13:06Z,2.024,6.639,117.6,156.0,182.0,59.6,-33.96337603481257,18.4585507203816,-33.96224868260452,18.45911873197595
92,8648638385,Run,6245.3,1711,1760,52.8,2023-03-02T19:32:39Z,3.65,13.954,155.0,189.0,64.7,22.0,-34.0302106714801,18.46461060178843,-34.03003398465574,18.46455613770566
93,8642830704,Run,6241.1,1921,1925,46.7,2023-03-01T18:39:41Z,3.249,7.182,156.9,183.0,63.6,22.0,-34.03004501354382,18.46506928607041,-34.03067882226769,18.46555601645395
94,8642830452,Run,6600.3,2847,3011,50.1,2023-02-27T18:54:37Z,2.318,9.21,120.5,189.0,57.3,20.0,-34.025284,18.473736,-34.024224,18.470596
95,8605015181,Run,6318.3,1903,2003,46.2,2023-02-22T18:51:24Z,3.32,10.867,156.9,176.0,64.0,22.4,-34.03005331650869,18.46497269253518,-34.03044009106286,18.46551263313326
96,8599669828,Run,6286.6,1936,1946,47.7,2023-02-21T19:21:17Z,3.247,16.791,148.1,174.0,65.4,22.4,-34.03005244232574,18.46486611279998,-34.03037754130619,18.46558036499793
97,8593979378,Run,6446.2,2471,2673,33.3,2023-02-20T18:13:10Z,2.609,11.346,115.2,168.0,29.8,12.5,-33.95997692225829,18.47852251119514,-33.9511281454788,18.48430291702706
98,8588602226,Run,6315.7,1967,1978,48.8,2023-02-19T18:07:32Z,3.211,6.982,154.9,178.0,63.5,22.0,-34.03003090852831,18.46481234995446,-34.03036201954845,18.46567882957601
99,8571518647,Run,2989.7,504,1911,8.4,2023-02-16T17:23:41Z,5.932,4.642,151.9,170.0,31.2,22.4,-34.03007353971476,18.4651000117428,-34.03027643730633,18.46603498906505
100,8561164452,Run,6293.0,1938,1938,46.0,2023-02-14T18:19:41Z,3.247,9.632,153.7,173.0,63.6,22.4,-34.03006609845134,18.46478841501018,-34.03046281824914,18.46564792728041
101,8555992510,Ride,6505.4,2698,2770,37.7,2023-02-13T18:59:16Z,2.411,12.117,119.0,158.0,30.0,13.0,-33.96075162120921,18.47817095186054,-33.95109006767262,18.48427379868294
102,8550087419,Run,6330.5,1916,1916,46.7,2023-02-12T18:00:06Z,3.304,6.931,167.6,185.0,63.6,22.0,-34.03007317794135,18.46479604298272,-34.03013098497321,18.46548729249441
103,8528311920,Run,4179.5,2045,2198,3.7,2023-02-08T17:53:37Z,2.044,6.639,119.8,134.0,10.5,6.6,-33.89945798976262,18.40351932410346,-33.90775668204734,18.39416413592266
104,8522003950,Run,5887.8,1755,1885,46.1,2023-02-07T19:38:19Z,3.355,8.655,157.8,181.0,63.6,22.7,-34.03005828512163,18.46482919882106,-34.03016026522165,18.46438412495614
105,8516068734,Run,6353.1,1926,1926,47.1,2023-02-06T19:02:57Z,3.299,10.143,161.3,180.0,64.4,22.0,-34.03001538269319,18.46475645257703,-34.03021294624211,18.4656030641754
106,8494309425,Run,5650.2,2508,2678,114.9,2023-02-02T18:50:04Z,2.253,8.368,118.5,137.0,108.0,26.5,-33.97060852233259,18.46258953747736,-33.97373208960287,18.46275738665755
107,8473636804,Run,6320.9,1980,1992,47.1,2023-01-29T19:31:46Z,3.192,9.458,153.0,180.0,64.6,22.0,-34.03006113015287,18.46483541905479,-34.0303093095642,18.46565362521426
108,8455425304,Run,6297.7,1963,1963,46.4,2023-01-26T16:44:44Z,3.208,14.555,158.7,177.0,64.0,22.4,-34.0300308241027,18.4649157198179,-34.03034496679548,18.46568663724999
109,8445243764,Run,5991.0,1963,2766,24.0,2023-01-24T18:44:11Z,3.052,6.01,121.0,158.0,29.7,12.6,-33.96038290509865,18.4775829385467,-33.95108449422117,18.4842096453991
110,8439467629,Run,6488.9,1962,2049,46.7,2023-01-23T18:29:45Z,3.307,8.418,156.5,183.0,63.6,22.0,-34.0299872691232,18.46492561477096,-34.03016464574265,18.46457673285926
111,8413226304,Run,6356.8,2050,2050,46.1,2023-01-18T19:23:10Z,3.101,7.021,148.2,182.0,63.6,22.4,-34.03000218765634,18.46482644553373,-34.03018592169829,18.46563529140468
112,8407745732,Run,6264.6,2899,3072,27.8,2023-01-17T18:18:01Z,2.161,6.23,115.9,155.0,29.7,12.6,-33.95992490286014,18.47842294067854,-33.9511432186403,18.48428517730867
113,8382821348,Run,6679.0,2598,2856,28.2,2023-01-12T19:18:08Z,2.571,7.614,122.6,144.0,29.7,14.0,-33.95980838676135,18.47882583938324,-33.95112445122904,18.48437316330909
114,8372995005,Run,6761.9,3058,4258,216.6,2023-01-11T08:11:40Z,2.211,8.424,121.7,140.0,243.2,53.7,-33.96636343276067,18.4564422490541,-33.96876424349296,18.4588465303245
115,8370181765,Run,4774.7,1503,1509,39.8,2023-01-10T19:45:32Z,3.177,5.252,143.9,171.0,57.3,22.7,-34.02964573983718,18.46568561757574,-34.03013292623,18.4644793323251
116,8360105662,Run,7368.8,1650,1658,44.3,2023-01-08T19:50:21Z,4.466,27.264,140.8,183.0,57.3,21.7,-34.0249136114979,18.46416593513699,-34.03023812305737,18.46572292510536
117,8354279718,Run,4874.3,1526,1529,40.4,2023-01-07T19:59:41Z,3.194,6.418,132.5,174.0,57.3,22.0,-34.03001557462469,18.46473643641074,-34.03011697786607,18.46444673888751
118,8307874672,Run,6316.7,1939,1943,53.5,2022-12-29T18:36:01Z,3.258,10.994,127.5,176.0,63.9,21.9,-34.03001156845092,18.46479648846493,-34.03037898001024,18.46586937133523
119,8303416387,Run,6377.7,1899,1918,50.3,2022-12-28T19:23:07Z,3.358,11.255,148.6,186.0,63.0,21.9,-34.03000187751223,18.46479030460837,-34.03008801026689,18.46557056178084
120,8282907681,Run,6380.4,1886,1897,49.0,2022-12-23T18:42:44Z,3.383,9.993,156.4,176.0,63.1,21.4,-34.03004594221775,18.46476654096244,-34.0302190293851,18.46563544438138
121,8275288563,Run,6304.2,1982,1994,48.1,2022-12-21T18:38:36Z,3.181,7.772,155.6,182.0,63.1,21.9,-34.03001836321905,18.46473650134661,-34.03038889551085,18.46562670654869
122,8271416146,Run,6305.1,1942,1954,47.9,2022-12-20T19:20:46Z,3.247,14.088,146.7,173.0,63.2,21.9,-34.03005734821734,18.46498768250805,-34.03025737215983,18.46574918008377
123,8255780411,Run,6237.6,1996,2000,48.1,2022-12-16T19:13:05Z,3.125,6.34,154.1,176.0,63.1,21.9,-34.03009166636267,18.46513217395638,-34.03037365623531,18.46595280586903
124,8248465206,Run,6312.7,1867,1867,45.9,2022-12-14T19:29:20Z,3.381,6.825,156.5,181.0,63.1,22.1,-34.03002770782979,18.46499408463354,-34.03024642463348,18.46565279250103
125,8244727883,Run,5181.1,2299,2616,27.4,2022-12-13T18:20:16Z,2.254,7.795,114.3,141.0,29.8,12.0,-33.95985042020958,18.47863585057502,-33.95942318668058,18.4794117902375
126,8240540555,Run,2752.3,827,827,15.9,2022-12-12T19:48:42Z,3.328,5.367,147.3,176.0,32.2,22.3,-34.03006104158156,18.46477969979096,-34.03010202735283,18.46449665390201
127,8215954536,Run,5484.7,2244,2441,113.6,2022-12-06T18:52:56Z,2.444,13.077,118.8,137.0,111.7,27.7,-33.970826190907,18.4630049710163,-33.97329208838554,18.46204185524865
128,8211126399,Run,10504.5,3246,3684,71.7,2022-12-05T18:13:15Z,3.236,6.695,156.6,174.0,63.1,16.8,-34.0300197163448,18.46472961441708,-34.02997878305915,18.46556896063716
129,8202873728,Run,5858.8,1787,1796,51.0,2022-12-03T19:04:54Z,3.279,9.237,161.7,180.0,63.1,22.3,-34.03005030766996,18.4648535746936,-34.03004147623042,18.46458377513301
130,8198298344,Run,5919.5,1764,1776,49.9,2022-12-02T18:28:29Z,3.356,9.05,153.7,175.0,63.1,22.3,-34.0300105535344,18.46474311794201,-34.03008946314357,18.46462908689453
131,8189964048,Run,5800.5,1834,1834,45.9,2022-11-30T18:55:27Z,3.163,7.049,153.0,173.0,63.1,22.3,-34.03009813595115,18.4650370992319,-34.03023851687785,18.46458062193273
132,8185747263,Run,6159.3,2648,2864,23.3,2022-11-29T18:54:07Z,2.326,7.105,118.5,136.0,29.7,13.1,-33.9598324539453,18.47868682567843,-33.95110990923413,18.48427900918296
133,8177142258,Run,5919.1,1800,1827,47.8,2022-11-27T19:12:55Z,3.288,19.291,155.0,177.0,65.2,22.3,-34.0299908858168,18.4647001716778,-34.03032837807326,18.46467146753986
134,8167017225,Run,6020.2,1877,1891,45.9,2022-11-25T17:57:28Z,3.207,6.288,151.7,188.0,63.1,22.3,-34.03011452965334,18.46469774476058,-34.03107744251956,18.46450903089897
135,8162579903,Run,5994.1,2687,2796,45.7,2022-11-24T17:02:23Z,2.231,7.843,119.3,146.0,63.0,22.3,-34.03009584231161,18.46464407122001,-34.03118035398825,18.46446662651601
136,8158286889,Run,5911.9,1840,1840,45.9,2022-11-23T18:31:02Z,3.213,9.183,153.6,173.0,63.1,22.3,-34.03009413238897,18.46488472471065,-34.03006091334338,18.46450936122973
137,8151922427,Run,4746.2,2118,2148,0.0,2022-11-22T08:58:27Z,2.241,3.687,117.1,128.0,11.1,8.6,-33.90058632702016,18.40120268578361,-33.90125033590856,18.40070787307308
138,8149352018,Run,5799.9,1789,1789,45.9,2022-11-21T18:31:24Z,3.242,7.651,109.2,179.0,63.1,22.3,-34.0300325539232,18.46477129188479,-34.03004799630816,18.46447237360946
139,8140728298,Run,5907.4,1851,1875,49.9,2022-11-19T19:04:48Z,3.191,8.13,149.9,177.0,63.4,22.3,-34.03014815825561,18.46480315660052,-34.03006822886663,18.46458198883972
140,8140726790,Run,5624.3,2361,2546,106.0,2022-11-15T18:12:15Z,2.382,15.624,58.3,153.0,105.8,27.3,-33.971628,18.462901,-33.973906,18.461933
141,8097499726,Run,6409.2,2654,2767,30.8,2022-11-10T16:50:52Z,2.415,6.789,129.3,146.0,30.7,12.7,-33.959674,18.478809,-33.951098,18.484436
142,8092589424,Run,5841.3,1770,1770,48.8,2022-11-09T17:34:54Z,3.3,5.532,164.6,176.0,63.4,22.3,-34.02992875378121,18.46517430411265,-34.03004144008395,18.46454394897296
143,8087897269,Run,5818.5,1731,1734,45.9,2022-11-08T18:42:10Z,3.361,10.075,150.7,179.0,63.1,22.3,-34.03005190856775,18.46558599322735,-34.03009334941904,18.46452049419121
144,8082742558,Run,6196.0,1963,1970,48.2,2022-11-07T17:56:51Z,3.156,9.315,161.1,185.0,66.9,22.8,-34.02973717649212,18.46547078142266,-34.03008446265454,18.46452946210669
145,8058639136,Run,5979.1,2652,2688,27.6,2022-11-02T17:53:30Z,2.255,10.364,13.2,151.0,29.7,12.0,-33.95986537123468,18.47899220809917,-33.95242671711863,18.48613659374995
146,8051258902,Run,5838.0,2485,2540,3.1,2022-11-01T09:03:00Z,2.349,4.331,122.9,134.0,10.9,7.6,-33.90071368363031,18.40044355470925,-33.90039767202859,18.40240967138197
147,8038259530,Run,3530.1,1244,1247,17.2,2022-10-29T18:34:23Z,2.838,4.598,151.3,171.0,33.8,22.3,-34.03008254448881,18.46544699255569,-34.03003066943345,18.46565777399978
148,8015640269,Run,5096.4,1599,2660,75.5,2022-10-25T08:39:25Z,3.187,4.589,117.4,140.0,411.5,362.9,-33.95224769599736,18.41248185373843,-33.95235099768264,18.41264610406663
149,8013222122,Run,3511.1,1065,1070,17.0,2022-10-24T19:23:50Z,3.297,9.099,132.0,165.0,33.9,22.3,-34.0300630812286,18.4655960971233,-34.03010154826114,18.46552867957998
150,7997373166,Run,5836.9,1758,1762,45.9,2022-10-21T16:43:35Z,3.32,6.418,156.6,174.0,63.1,22.3,-34.03013750646709,18.46473461270298,-34.03005796897481,18.46461098005876
151,7993236409,Run,4917.9,1455,1464,40.0,2022-10-20T18:25:11Z,3.38,7.429,143.7,176.0,57.2,22.3,-34.03008209169607,18.46471142688106,-34.03012278834498,18.46451518547268
152,7988520823,Run,3524.1,1040,1040,17.1,2022-10-19T18:43:52Z,3.389,5.321,141.5,168.0,33.8,22.3,-34.03003631507638,18.46556949727496,-34.03005901506118,18.46559051360168
153,7947516553,Run,4692.4,2211,2236,70.0,2022-10-11T16:41:30Z,2.122,3.893,,,93.9,27.8,-33.9709818,18.4639644,-33.9734933,18.4621691
